gene_id	uniprot_id	MW (g/mmol)
YFL017W-A	SMX2	8.67348
YFL018C	LPD1	57.91749
YFL020C	PAU5	13.19865
YFL021W	GAT1	57.38365
YFL022C	FRS2	58.18532
YFL023W	BUD27	93.1714
YFL024C	EPL1	94.98171
YFL025C	BST1	116.07399
YFL026W	STE2	47.5568
YFL027C	GYP8	56.21056
YFL028C	CAF16	34.65115
YFL029C	CAK1	42.36774
YFL030W	AGX1	44.52615
YFL031W	HAC1	26.56089
YFL033C	RIM15	199.7816
YFL034C-A	RPL22B	14.49093
YFL034C-B	MOB2	33.10943
YFL034W	YFL034W	124.70451
YFL036W	RPO41	156.61618
YFL037W	TUB2	53.2011
YFL038C	YPT1	24.14446
YFL039C	ACT1	42.62819
YFL040W	YFL040W	60.75081
YFL041W	FET5	73.15098
YFL041W-A	YFL041W-A	7.18865
YFL042C	YFL042C	77.27292
YFL044C	OTU1	35.07861
YFL045C	SEC53	29.38161
YFL046W	FMP32	23.93409
YFL047W	RGD2	81.65045
YFL048C	EMP47	52.12751
YFL049W	SWP82	72.59383
YFL050C	ALR2	96.92376
YFL051C	YFL051C	18.34415
YFL052W	YFL052W	54.37645
YFL053W	DAK2	67.18806
YFL054C	YFL054C	73.48754
YFL055W	AGP3	62.716
YFL058W	THI5	39.55136
YFL059W	SNZ3	34.30303
YFL060C	SNO3	26.04101
YFL061W	DDI2	25.99312
YFL062W	COS4	44.34191
YFL064C	YFL064C	20.37662
YFL065C	YFL065C	11.82939
YFL066C	YFL066C	45.8154
YFL067W	YFL067W	18.33189
YFL068W	YFL068W	18.72248
YFR001W	LOC1	23.45409
YFR002W	NIC96	94.50857
YFR003C	YPI1	18.24499
YFR004W	RPN11	36.4699
YFR005C	SAD1	52.98209
YFR006W	YFR006W	61.4797
YFR007W	YFH7	41.14297
YFR008W	FAR7	25.8641
YFR009W	GCN20	87.0959
YFR010W	UBP6	58.31099
YFR011C	MIC19	19.99941
YFR012W	DCV1	22.39574
YFR012W-A	YFR012W-A	3.34423
YFR013W	IOC3	91.45564
YFR014C	CMK1	52.20092
YFR015C	GSY1	82.6648
YFR016C	YFR016C	142.69811
YFR017C	IGD1	22.07259
YFR018C	YFR018C	41.4545
YFR019W	FAB1	259.04253
YFR020W	YFR020W	26.55278
YFR021W	ATG18	54.95715
YFR022W	ROG3	83.50119
YFR023W	PES4	69.63394
YFR024C-A	LSB3	50.50856
YFR025C	HIS2	39.62107
YFR026C	ULI1	19.72531
YFR027W	ECO1	32.44514
YFR028C	CDC14	63.02976
YFR029W	PTR3	76.31475
YFR030W	MET10	118.28561
YFR031C	SMC2	134.59049
YFR031C-A	RPL2A	29.22038
YFR032C	RRT5	33.09385
YFR032C-A	RPL29	6.76698
YFR032C-B	YFR032C-B	9.25131
YFR033C	QCR6	17.67609
YFR034C	PHO4	35.81416
YFR035C	YFR035C	12.88601
YFR036W	CDC26	14.0605
YFR037C	RSC8	65.45506
YFR038W	IRC5	98.56029
YFR039C	OSW7	58.38838
YFR040W	SAP155	113.74224
YFR041C	ERJ5	34.68058
YFR042W	KEG1	22.58607
YFR043C	IRC6	27.48249
YFR044C	DUG1	55.773
YFR045W	YFR045W	35.02874
YFR046C	CNN1	41.01028
YFR047C	BNA6	34.32758
YFR048W	RMD8	74.95565
YFR049W	YMR31	14.23211
YFR050C	PRE4	30.43082
YFR051C	RET2	60.77439
YFR052W	RPN12	30.29951
YFR053C	HXK1	55.93216
YFR055W	IRC7	39.08633
YFR057W	YFR057W	16.68629
YGL001C	ERG26	40.99597
YGL002W	ERP6	25.44719
YGL003C	CDH1	64.95015
YGL004C	RPN14	47.97345
YGL005C	COG7	31.1325
YGL006W	PMC1	135.01394
YGL006W-A	YGL006W-A	3.8457
YGL007C-A	YGL007C-A	3.01986
YGL008C	PMA1	105.60201
YGL009C	LEU1	89.54808
YGL010W	MPO1	20.10804
YGL011C	SCL1	28.38658
YGL012W	ERG4	55.63028
YGL013C	PDR1	123.05761
YGL014W	PUF4	102.55267
YGL015C	YGL015C	14.98306
YGL016W	KAP122	124.95888
YGL017W	ATE1	58.50492
YGL018C	JAC1	21.59294
YGL019W	CKB1	32.68991
YGL020C	GET1	27.46475
YGL021W	ALK1	86.19784
YGL022W	STT3	81.07911
YGL023C	PIB2	73.09917
YGL025C	PGD1	45.86109
YGL026C	TRP5	82.68779
YGL027C	CWH41	96.36576
YGL028C	SCW11	60.16601
YGL029W	CGR1	14.23724
YGL030W	RPL30	12.08045
YGL031C	RPL24A	17.5463
YGL032C	AGA2	9.86193
YGL033W	HOP2	24.40441
YGL035C	MIG1	57.88029
YGL036W	YGL036W	102.05261
YGL037C	PNC1	25.66974
YGL038C	OCH1	54.98621
YGL039W	YGL039W	40.54611
YGL040C	HEM2	38.31704
YGL041C-B	YGL041C-B	6.46802
YGL041W-A	YGL041W-A	17.75911
YGL043W	DST1	36.51172
YGL044C	RNA15	35.04816
YGL045W	RIM8	62.78573
YGL047W	ALG13	23.55607
YGL048C	RPT6	47.16142
YGL049C	TIF4632	106.63929
YGL050W	TYW3	31.36991
YGL051W	MST27	26.60637
YGL053W	PRM8	26.93611
YGL054C	ERV14	15.6807
YGL055W	OLE1	58.44532
YGL056C	SDS23	60.93558
YGL057C	GEP7	33.30281
YGL058W	RAD6	19.96075
YGL059W	PKP2	56.06751
YGL060W	YBP2	72.59648
YGL061C	DUO1	28.24495
YGL062W	PYC1	136.94758
YGL063W	PUS2	42.81997
YGL064C	MRH4	64.73994
YGL065C	ALG2	57.49808
YGL066W	SGF73	77.63248
YGL067W	NPY1	44.07594
YGL068W	MNP1	22.04072
YGL070C	RPB9	14.39725
YGL071W	AFT1	80.45349
YGL073W	HSF1	94.71151
YGL075C	MPS2	43.66571
YGL076C	RPL7A	27.70316
YGL077C	HNM1	63.85808
YGL078C	DBP3	62.08046
YGL079W	KXD1	24.13493
YGL080W	MPC1	14.8359
YGL081W	YGL081W	35.84909
YGL082W	YGL082W	44.62276
YGL083W	SCY1	92.49176
YGL084C	GUP1	62.52468
YGL085W	LCL3	32.05543
YGL086W	MAD1	88.20003
YGL087C	MMS2	15.92912
YGL089C	MF(ALPHA)2	13.15379
YGL090W	LIF1	48.00797
YGL091C	NBP35	38.50453
YGL092W	NUP145	149.98805
YGL093W	SPC105	104.54461
YGL094C	PAN2	127.32407
YGL095C	VPS45	66.40992
YGL096W	TOS8	32.00813
YGL097W	SRM1	56.93825
YGL098W	USE1	28.04904
YGL099W	LSG1	74.41372
YGL100W	SEH1	40.07075
YGL101W	YGL101W	24.75104
YGL103W	RPL28	17.50449
YGL104C	VPS73	54.59552
YGL105W	ARC1	44.64314
YGL106W	MLC1	17.04979
YGL107C	RMD9	73.21784
YGL108C	YGL108C	16.53295
YGL110C	CUE3	71.75639
YGL111W	NSA1	54.25769
YGL112C	TAF6	59.68324
YGL113W	SLD3	76.67044
YGL114W	YGL114W	82.58923
YGL115W	SNF4	37.34274
YGL116W	CDC20	68.87321
YGL117W	YGL117W	30.72973
YGL119W	COQ8	56.94003
YGL120C	PRP43	88.00448
YGL121C	GPG1	14.43117
YGL122C	NAB2	63.16703
YGL123W	RPS2	29.76555
YGL124C	MON1	73.86444
YGL125W	MET13	68.73283
YGL126W	SCS3	44.81112
YGL127C	SOH1	15.00575
YGL128C	CWC23	32.11071
YGL129C	RSM23	52.37034
YGL130W	CEG1	54.84309
YGL131C	SNT2	163.55953
YGL133W	ITC1	146.48464
YGL134W	PCL10	49.68569
YGL135W	RPL1B	26.4911
YGL136C	MRM2	36.4557
YGL137W	SEC27	103.85314
YGL138C	YGL138C	39.98143
YGL139W	FLC3	90.89892
YGL140C	YGL140C	137.98932
YGL141W	HUL5	103.62781
YGL142C	GPI10	69.1107
YGL143C	MRF1	46.67269
YGL144C	ROG1	79.84767
YGL145W	TIP20	80.93014
YGL146C	RRT6	35.42762
YGL147C	RPL9A	23.16517
YGL148W	ARO2	43.07167
YGL150C	INO80	170.31009
YGL151W	NUT1	128.86952
YGL153W	PEX14	38.78405
YGL154C	LYS5	31.16648
YGL155W	CDC43	43.12639
YGL156W	AMS1	126.54311
YGL157W	ARI1	40.39858
YGL158W	RCK1	58.53209
YGL159W	YGL159W	41.79898
YGL160W	AIM14	63.1091
YGL161C	YIP5	35.43899
YGL162W	SUT1	33.10487
YGL163C	RAD54	103.45682
YGL164C	YRB30	49.16958
YGL166W	CUP2	25.89557
YGL167C	PMR1	108.71027
YGL168W	HUR1	12.48513
YGL169W	SUA5	48.16367
YGL170C	SPO74	47.49304
YGL171W	ROK1	64.0992
YGL172W	NUP49	53.10651
YGL173C	XRN1	176.70914
YGL174W	BUD13	30.57108
YGL175C	SAE2	40.34008
YGL176C	YGL176C	62.91367
YGL178W	MPT5	97.62767
YGL179C	TOS3	63.88552
YGL180W	ATG1	102.50481
YGL181W	GTS1	45.58665
YGL183C	MND1	25.50768
YGL184C	STR3	55.29676
YGL185C	YGL185C	43.11887
YGL186C	TPN1	66.8404
YGL187C	COX4	18.40691
YGL188C-A	YGL188C-A	5.46032
YGL189C	RPS26A	13.74758
YGL190C	CDC55	59.46541
YGL191W	COX13	15.23806
YGL192W	IME4	69.98754
YGL193C	YGL193C	11.46662
YGL194C	HOS2	51.73384
YGL194C-A	YGL194C-A	9.22128
YGL195W	GCN1	302.11805
YGL196W	DSD1	50.73675
YGL197W	MDS3	167.81325
YGL198W	YIP4	26.76964
YGL200C	EMP24	23.29463
YGL201C	MCM6	115.31745
YGL202W	ARO8	57.29085
YGL203C	KEX1	84.203
YGL204C	YGL204C	11.17099
YGL205W	POX1	86.18284
YGL206C	CHC1	188.61897
YGL207W	SPT16	118.84538
YGL208W	SIP2	48.10979
YGL209W	MIG2	43.80618
YGL210W	YPT32	25.16264
YGL211W	NCS6	41.05499
YGL212W	VAM7	36.67532
YGL213C	SKI8	45.53016
YGL215W	CLG1	51.88302
YGL216W	KIP3	90.97829
YGL219C	MDM34	52.12569
YGL220W	FRA2	14.16917
YGL221C	NIF3	34.74109
YGL222C	EDC1	20.18726
YGL223C	COG1	48.50086
YGL224C	SDT1	32.09265
YGL225W	VRG4	37.89591
YGL226C-A	OST5	9.63469
YGL226W	MTC3	14.45841
YGL227W	VID30	110.03846
YGL228W	SHE10	66.72574
YGL229C	SAP4	92.63627
YGL230C	YGL230C	16.72136
YGL231C	EMC4	21.71066
YGL232W	TAN1	34.52747
YGL233W	SEC15	102.28528
YGL234W	ADE5,7	93.94067
YGL235W	YGL235W	20.97971
YGL236C	MTO1	76.50505
YGL237C	HAP2	30.00352
YGL238W	CSE1	108.18669
YGL240W	DOC1	29.41051
YGL241W	KAP114	115.12456
YGL242C	YGL242C	21.09947
YGL243W	TAD1	45.72871
YGL244W	RTF1	64.69646
YGL245W	GUS1	82.36736
YGL246C	RAI1	44.39528
YGL247W	BRR6	21.86121
YGL248W	PDE1	42.97775
YGL249W	ZIP2	81.74175
YGL250W	RMR1	27.67919
YGL251C	HFM1	135.19693
YGL252C	RTG2	67.11448
YGL253W	HXK2	55.37584
YGL254W	FZF1	35.38255
YGL255W	ZRT1	43.65637
YGL256W	ADH4	43.13243
YGL257C	MNT2	64.84797
YGL258W	VEL1	23.73484
YGL258W-A	YGL258W-A	8.75243
YGL259W	YPS5	18.56644
YGL260W	YGL260W	9.0192
YGL261C	PAU11	13.19278
YGL262W	YGL262W	21.2537
YGL263W	COS12	43.47634
YGR001C	EFM5	27.85351
YGR002C	SWC4	55.13675
YGR003W	CUL3	83.83709
YGR004W	PEX31	52.68625
YGR005C	TFG2	47.2021
YGR006W	PRP18	27.96997
YGR007W	ECT1	38.35971
YGR008C	STF2	10.07455
YGR009C	SEC9	74.86044
YGR010W	NMA2	45.36514
YGR012W	YGR012W	45.09494
YGR013W	SNU71	70.11456
YGR014W	MSB2	141.33304
YGR015C	YGR015C	37.23259
YGR016W	YGR016W	21.48319
YGR017W	YGR017W	34.56229
YGR018C	YGR018C	12.38874
YGR019W	UGA1	53.89132
YGR020C	VMA7	13.03607
YGR021W	YGR021W	33.26831
YGR023W	MTL1	57.16751
YGR024C	THG1	27.24592
YGR026W	YGR026W	32.71911
YGR027C	RPS25A	12.11006
YGR027W-A	YGR027W-A	50.47701
YGR027W-B	YGR027W-B	199.24289
YGR028W	MSP1	40.44534
YGR029W	ERV1	22.39759
YGR030C	POP6	18.08962
YGR031C-A	NAG1	17.3762
YGR031W	IMO32	39.26784
YGR032W	GSC2	215.79731
YGR033C	TIM21	27.58094
YGR034W	RPL26B	14.87351
YGR035C	YGR035C	12.49765
YGR035W-A	YGR035W-A	8.27359
YGR036C	CAX4	26.67818
YGR037C	ACB1	10.14886
YGR038C-A	YGR038C-A	50.54237
YGR038C-B	YGR038C-B	198.99792
YGR038W	ORM1	25.05596
YGR040W	KSS1	41.99834
YGR041W	BUD9	61.38507
YGR042W	YGR042W	31.09679
YGR043C	NQM1	37.90913
YGR044C	RME1	34.7732
YGR046W	TAM41	44.09714
YGR047C	TFC4	116.3094
YGR048W	UFD1	41.88493
YGR049W	SCM4	21.73231
YGR050C	YGR050C	13.62169
YGR052W	FMP48	42.30361
YGR053C	YGR053C	32.80067
YGR054W	YGR054W	74.61111
YGR055W	MUP1	65.54443
YGR056W	RSC1	106.3687
YGR057C	LST7	27.26776
YGR058W	PEF1	38.7517
YGR059W	SPR3	59.51218
YGR060W	ERG25	35.73337
YGR061C	ADE6	156.10179
YGR062C	COX18	36.21603
YGR063C	SPT4	12.32355
YGR065C	VHT1	67.62304
YGR066C	YGR066C	33.93248
YGR067C	YGR067C	91.80999
YGR068C	ART5	66.63594
YGR070W	ROM1	132.49412
YGR071C	ENV11	95.76676
YGR072W	UPF3	45.59479
YGR074W	SMD1	16.73685
YGR075C	PRP38	28.25898
YGR076C	MRPL25	18.53438
YGR077C	PEX8	68.10699
YGR078C	PAC10	22.96019
YGR079W	YGR079W	41.11843
YGR080W	TWF1	37.74427
YGR081C	SLX9	24.05184
YGR082W	TOM20	20.21511
YGR083C	GCD2	73.40634
YGR084C	MRP13	38.28403
YGR085C	RPL11B	20.44194
YGR086C	PIL1	38.21199
YGR087C	PDC6	65.05567
YGR088W	CTT1	66.86017
YGR089W	NNF2	106.74296
YGR090W	UTP22	141.3502
YGR091W	PRP31	56.23862
YGR092W	DBF2	65.60778
YGR093W	DRN1	57.84315
YGR094W	VAS1	128.57976
YGR095C	RRP46	25.6474
YGR096W	TPC1	34.70555
YGR097W	ASK10	130.48464
YGR098C	ESP1	184.00122
YGR099W	TEL2	78.36857
YGR100W	MDR1	107.50567
YGR101W	PCP1	39.44691
YGR102C	GTF1	21.58429
YGR103W	NOP7	69.92847
YGR104C	SRB5	34.90824
YGR105W	VMA21	9.11712
YGR106C	VOA1	29.38854
YGR108W	CLB1	53.67465
YGR109C	CLB6	43.3749
YGR109W-A	YGR109W-A	32.67158
YGR109W-B	YGR109W-B	176.59849
YGR110W	CLD1	50.99262
YGR111W	YGR111W	46.51284
YGR112W	SHY1	44.98258
YGR113W	DAM1	38.71701
YGR116W	SPT6	165.34685
YGR117C	YGR117C	53.21307
YGR118W	RPS23A	17.613
YGR119C	NUP57	63.2001
YGR120C	COG2	29.41973
YGR121C	MEP1	55.89114
YGR121W-A	YGR121W-A	8.40422
YGR122W	YGR122W	45.17758
YGR123C	PPT1	58.75606
YGR124W	ASN2	64.66602
YGR125W	YGR125W	116.55916
YGR126W	YGR126W	26.66351
YGR127W	YGR127W	35.68133
YGR128C	UTP8	81.07137
YGR129W	SYF2	25.20792
YGR130C	YGR130C	94.39372
YGR131W	FHN1	19.36688
YGR132C	PHB1	32.53727
YGR133W	PEX4	20.90412
YGR134W	CAF130	126.55318
YGR135W	PRE9	28.42712
YGR136W	LSB1	27.33447
YGR138C	TPO2	70.39665
YGR140W	CBF2	109.48747
YGR141W	VPS62	55.38709
YGR142W	BTN2	46.57659
YGR143W	SKN1	87.11394
YGR144W	THI4	38.21815
YGR145W	ENP2	81.40058
YGR146C	ECL1	23.82074
YGR146C-A	YGR146C-A	5.90158
YGR147C	NAT2	33.46292
YGR148C	RPL24B	17.84366
YGR149W	YGR149W	48.89026
YGR150C	CCM1	98.80357
YGR152C	RSR1	31.94549
YGR153W	YGR153W	25.35443
YGR154C	GTO1	41.31842
YGR155W	CYS4	58.23685
YGR156W	PTI1	49.42438
YGR157W	CHO2	100.27819
YGR158C	MTR3	28.45181
YGR159C	NSR1	46.01592
YGR161C	RTS3	28.66289
YGR161C-C	YGR161C-C	50.52547
YGR161C-D	YGR161C-D	199.19323
YGR161W-A	YGR161W-A	50.53304
YGR161W-B	YGR161W-B	201.42043
YGR161W-C	YGR161W-C	10.25821
YGR162W	TIF4631	109.49331
YGR163W	GTR2	38.81048
YGR165W	MRPS35	40.91526
YGR166W	TRS65	64.30259
YGR167W	CLC1	26.42287
YGR168C	YGR168C	43.43325
YGR169C	PUS6	46.97454
YGR169C-A	LSO2	10.49775
YGR170W	PSD2	128.91575
YGR171C	MSM1	66.76081
YGR172C	YIP1	28.44376
YGR173W	RBG2	43.32364
YGR174C	CBP4	20.05643
YGR174W-A	YGR174W-A	3.129
YGR175C	ERG1	58.16395
YGR177C	ATF2	61.17328
YGR178C	PBP1	82.54353
YGR179C	OKP1	46.52208
YGR180C	RNR4	38.62286
YGR181W	TIM13	11.51779
YGR183C	QCR9	7.55482
YGR184C	UBR1	223.67969
YGR185C	TYS1	46.22585
YGR186W	TFG1	85.5229
YGR187C	HGH1	45.19024
YGR188C	BUB1	117.85873
YGR189C	CRH1	55.51897
YGR191W	HIP1	68.16728
YGR192C	TDH3	38.78638
YGR193C	PDX1	46.89574
YGR194C	XKS1	69.8103
YGR195W	SKI6	27.71878
YGR196C	FYV8	93.53092
YGR197C	SNG1	61.72549
YGR198W	YPP1	93.51727
YGR199W	PMT6	87.7507
YGR200C	ELP2	90.09295
YGR201C	YGR201C	25.79552
YGR202C	PCT1	49.2134
YGR203W	YCH1	17.37162
YGR204C-A	YGR204C-A	4.08816
YGR204W	ADE3	108.71433
YGR205W	TDA10	34.02878
YGR206W	MVB12	12.23903
YGR207C	CIR1	30.35382
YGR208W	SER2	36.29076
YGR209C	TRX2	12.11334
YGR210C	YGR210C	48.44031
YGR211W	ZPR1	56.32466
YGR212W	SLI1	54.32667
YGR213C	RTA1	35.26307
YGR214W	RPS0A	28.81896
YGR215W	RSM27	12.69521
YGR216C	GPI1	68.92446
YGR217W	CCH1	229.55204
YGR218W	CRM1	125.70272
YGR220C	MRPL9	32.01693
YGR221C	TOS2	70.13209
YGR222W	PET54	33.53726
YGR223C	HSV2	51.68554
YGR224W	AZR1	68.45449
YGR225W	AMA1	67.30479
YGR227W	DIE2	59.15655
YGR229C	SMI1	59.55523
YGR230W	BNS1	16.14742
YGR231C	PHB2	35.70191
YGR232W	NAS6	27.53596
YGR233C	PHO81	133.76574
YGR234W	YHB1	45.91531
YGR235C	MIC26	26.81285
YGR236C	SPG1	10.9081
YGR237C	YGR237C	88.66227
YGR238C	KEL2	102.11162
YGR239C	PEX21	32.87769
YGR240C	PFK1	113.0074
YGR240C-A	YGR240C-A	7.44222
YGR241C	YAP1802	66.17546
YGR243W	MPC3	16.55113
YGR244C	LSC2	48.83758
YGR245C	SDA1	88.62249
YGR246C	BRF1	68.61795
YGR247W	CPD1	29.21659
YGR248W	SOL4	30.10807
YGR249W	MGA1	52.96572
YGR250C	YGR250C	89.97561
YGR251W	NOP19	22.50281
YGR252W	GCN5	50.98334
YGR253C	PUP2	28.98738
YGR254W	ENO1	49.95567
YGR255C	COQ6	54.36603
YGR256W	GND2	55.19847
YGR257C	MTM1	41.17676
YGR258C	RAD2	119.05566
YGR260W	TNA1	60.8266
YGR261C	APL6	91.08959
YGR262C	BUD32	30.34103
YGR263C	SAY1	49.35589
YGR264C	MES1	87.75392
YGR266W	YGR266W	80.91439
YGR267C	FOL2	27.84872
YGR268C	HUA1	23.46288
YGR270W	YTA7	157.73932
YGR271C-A	EFG1	26.90672
YGR271W	SLH1	226.06024
YGR273C	YGR273C	19.51697
YGR274C	TAF1	122.6359
YGR275W	RTT102	18.49588
YGR276C	RNH70	64.82749
YGR277C	CAB4	35.96344
YGR278W	CWC22	64.88389
YGR279C	SCW4	43.7553
YGR280C	PXR1	31.83702
YGR281W	YOR1	167.33474
YGR282C	BGL2	36.15548
YGR283C	YGR283C	39.50601
YGR284C	ERV29	35.34539
YGR285C	ZUO1	49.10441
YGR286C	BIO2	42.57813
YGR287C	IMA1	67.62762
YGR288W	MAL13	53.90711
YGR289C	MAL11	69.57184
YGR292W	MAL12	67.36416
YGR294W	PAU12	13.03754
YGR295C	COS6	44.9464
YGR296W	YRF1-3	214.07058
YHL001W	RPL14B	16.14211
YHL002W	HSE1	53.18899
YHL003C	LAG1	47.47675
YHL004W	MRP4	44.64876
YHL006C	SHU1	18.20515
YHL007C	STE20	107.70865
YHL008C	YHL008C	71.66408
YHL009C	YAP3	37.90851
YHL009W-A	YHL009W-A	48.23328
YHL009W-B	YHL009W-B	206.50127
YHL010C	ETP1	69.41845
YHL011C	PRS3	35.73255
YHL012W	YHL012W	57.30865
YHL013C	OTU2	36.21814
YHL014C	YLF2	46.55236
YHL015W	RPS20	14.6439
YHL015W-A	YHL015W-A	2.99874
YHL016C	DUR3	83.21077
YHL017W	YHL017W	60.97087
YHL018W	YHL018W	13.84693
YHL019C	APM2	70.83285
YHL020C	OPI1	48.77493
YHL021C	AIM17	52.84489
YHL022C	SPO11	45.69761
YHL023C	NPR3	128.9246
YHL024W	RIM4	81.19365
YHL025W	SNF6	38.59668
YHL026C	YHL026C	35.83484
YHL027W	RIM101	72.02906
YHL028W	WSC4	66.90048
YHL029C	OCA5	76.48074
YHL030W	ECM29	211.07352
YHL031C	GOS1	25.05783
YHL032C	GUT1	82.39109
YHL033C	RPL8A	29.93789
YHL034C	SBP1	33.77469
YHL035C	VMR1	177.79824
YHL036W	MUP3	62.79857
YHL038C	CBP2	72.11761
YHL039W	EFM1	67.85432
YHL040C	ARN1	71.754
YHL042W	YHL042W	17.38409
YHL043W	ECM34	19.38304
YHL044W	YHL044W	25.9658
YHL046C	PAU13	13.2228
YHL047C	ARN2	71.23246
YHL048C-A	YHL048C-A	4.9829
YHL048W	COS8	44.72235
YHL049C	YHL049C	31.69212
YHL050C	YHL050C	80.45798
YHR001W	OSH7	49.80466
YHR001W-A	QCR10	8.84991
YHR002W	LEU5	40.24215
YHR003C	TCD1	48.80009
YHR004C	NEM1	51.11875
YHR005C	GPA1	53.78261
YHR005C-A	TIM10	11.18555
YHR006W	STP2	61.90814
YHR007C	ERG11	61.32772
YHR007C-A	YHR007C-A	8.30338
YHR008C	SOD2	27.14352
YHR009C	TDA3	60.0648
YHR010W	RPL27A	16.64142
YHR011W	DIA4	50.9559
YHR012W	VPS29	33.36241
YHR013C	ARD1	27.17441
YHR014W	SPO13	33.85153
YHR015W	MIP6	76.32824
YHR016C	YSC84	52.6191
YHR017W	YSC83	43.2518
YHR018C	ARG4	52.77336
YHR019C	DED81	63.97127
YHR020W	YHR020W	80.9023
YHR021C	RPS27B	9.85174
YHR021W-A	ECM12	17.45453
YHR022C	YHR022C	28.70694
YHR022C-A	YHR022C-A	3.20395
YHR023W	MYO1	220.2677
YHR024C	MAS2	55.86114
YHR025W	THR1	41.06907
YHR026W	VMA16	23.41522
YHR027C	RPN1	113.9872
YHR028C	DAP2	95.88731
YHR029C	YHI9	33.22255
YHR030C	SLT2	56.84751
YHR031C	RRM3	83.18589
YHR032W	ERC1	66.2696
YHR033W	YHR033W	48.38175
YHR034C	PIH1	39.31862
YHR035W	NEL1	71.51535
YHR036W	BRL1	53.22373
YHR037W	PUT2	65.93233
YHR038W	RRF1	27.30754
YHR039C	MSC7	74.74532
YHR039C-A	VMA10	13.13469
YHR040W	BCD1	43.42645
YHR041C	SRB2	23.13029
YHR042W	NCP1	80.03619
YHR043C	DOG2	29.45411
YHR044C	DOG1	29.04944
YHR045W	YHR045W	64.32437
YHR046C	INM1	34.72181
YHR047C	AAP1	98.31809
YHR048W	YHK8	56.8441
YHR049W	FSH1	28.2091
YHR050W	SMF2	62.42392
YHR050W-A	YHR050W-A	6.26174
YHR051W	COX6	16.72505
YHR052W	CIC1	43.64698
YHR053C	CUP1-1	7.7511
YHR054C	YHR054C	39.63334
YHR055C	CUP1-2	7.7511
YHR056C	RSC30	101.37883
YHR057C	CPR2	24.61366
YHR058C	MED6	34.1735
YHR059W	FYV4	15.01415
YHR060W	VMA22	21.29701
YHR061C	GIC1	36.59376
YHR062C	RPP1	33.98578
YHR063C	PAN5	44.14436
YHR064C	SSZ1	61.23537
YHR065C	RRP3	56.81552
YHR066W	SSF1	53.20188
YHR067W	HTD2	32.75785
YHR068W	DYS1	44.45029
YHR069C	RRP4	41.09563
YHR070W	TRM5	59.34032
YHR071W	PCL5	26.28461
YHR072W	ERG7	84.55128
YHR072W-A	NOP10	6.75002
YHR073W	OSH3	113.86612
YHR074W	QNS1	82.06148
YHR075C	PPE1	45.65525
YHR076W	PTC7	39.25416
YHR077C	NMD2	123.93818
YHR078W	YHR078W	62.08424
YHR079C	IRE1	126.96937
YHR079C-A	SAE3	10.41313
YHR080C	YHR080C	153.39274
YHR081W	LRP1	20.94435
YHR082C	KSP1	118.12719
YHR083W	SAM35	38.6705
YHR084W	STE12	80.63161
YHR085W	IPI1	38.89293
YHR086W	NAM8	61.24576
YHR086W-A	YHR086W-A	5.65821
YHR087W	RTC3	12.91201
YHR088W	RPF1	34.19131
YHR089C	GAR1	23.79531
YHR090C	YNG2	33.31783
YHR091C	MSR1	74.19855
YHR092C	HXT4	66.83637
YHR094C	HXT1	66.19925
YHR096C	HXT5	68.57989
YHR097C	YHR097C	43.24987
YHR098C	SFB3	107.77482
YHR099W	TRA1	425.2357
YHR100C	GEP4	21.62529
YHR101C	BIG1	38.61366
YHR102W	KIC1	122.09547
YHR103W	SBE22	97.0474
YHR104W	GRE3	38.19927
YHR105W	YPT35	24.29101
YHR106W	TRR2	38.38527
YHR107C	CDC12	47.16875
YHR108W	GGA2	66.35451
YHR109W	CTM1	65.35411
YHR110W	ERP5	24.61397
YHR111W	UBA4	51.57715
YHR112C	YHR112C	42.70752
YHR113W	APE4	55.42713
YHR114W	BZZ1	73.02199
YHR115C	DMA1	47.1575
YHR116W	COX23	17.44797
YHR117W	TOM71	71.8226
YHR118C	ORC6	50.95963
YHR119W	SET1	122.13389
YHR120W	MSH1	109.3092
YHR121W	LSM12	22.39706
YHR122W	CIA2	26.59907
YHR123W	EPT1	44.10177
YHR124W	NDT80	71.9486
YHR126C	ANS1	17.86018
YHR127W	YHR127W	28.8271
YHR128W	FUR1	24.88084
YHR129C	ARP1	44.33297
YHR131C	YHR131C	93.66299
YHR132C	ECM14	49.07241
YHR132W-A	IGO2	14.99094
YHR133C	NSG1	32.78319
YHR134W	WSS1	31.06889
YHR135C	YCK1	63.7301
YHR136C	SPL2	16.86759
YHR137W	ARO9	57.87088
YHR138C	YHR138C	12.72784
YHR139C	SPS100	36.81377
YHR140W	YHR140W	27.29162
YHR141C	RPL42B	13.28759
YHR142W	CHS7	36.23757
YHR143W	DSE2	34.16151
YHR143W-A	RPC10	7.64709
YHR144C	DCD1	36.31039
YHR146W	CRP1	55.62552
YHR147C	MRPL6	25.47128
YHR148W	IMP3	21.65183
YHR149C	SKG6	85.13274
YHR150W	PEX28	65.79429
YHR151C	MTC6	60.77185
YHR152W	SPO12	19.64325
YHR153C	SPO16	22.84137
YHR154W	RTT107	124.22378
YHR155W	YSP1	140.93824
YHR156C	LIN1	39.66736
YHR157W	REC104	20.56768
YHR158C	KEL1	134.8027
YHR159W	TDA11	58.05495
YHR160C	PEX18	32.30335
YHR161C	YAP1801	74.47047
